timestamp,unix_time,slab_kb,percpu_kb,sda_read_kb_s,sda_write_kb_s,sda_latency_ms,sda_util_pct,sdb_read_kb_s,sdb_write_kb_s,sdb_latency_ms,sdb_util_pct,sdc_read_kb_s,sdc_write_kb_s,sdc_latency_ms,sdc_util_pct,sdd_read_kb_s,sdd_write_kb_s,sdd_latency_ms,sdd_util_pct,sde_read_kb_s,sde_write_kb_s,sde_latency_ms,sde_util_pct,sdf_read_kb_s,sdf_write_kb_s,sdf_latency_ms,sdf_util_pct,sdg_read_kb_s,sdg_write_kb_s,sdg_latency_ms,sdg_util_pct,nvme0n1_read_kb_s,nvme0n1_write_kb_s,nvme0n1_latency_ms,nvme0n1_util_pct,nvme1n1_read_kb_s,nvme1n1_write_kb_s,nvme1n1_latency_ms,nvme1n1_util_pct,md0_read_kb_s,md0_write_kb_s,md0_latency_ms,md0_util_pct
2026-03-27T08:53:30.519649,1774619610.5192318,2097308,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,5812.0,0.0,6.54,6.8,4.0,0.0,1.0,0.0,0.0,36.0,0.33,0.1,2048.0,0.0,31.0,3.7
2026-03-27T08:53:31.520167,1774619611.519886,2097620,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3840.0,0.0,4.0,3.6,236.0,0.0,0.12,0.2,0.0,4.0,0.0,0.0,0.0,0.0,0,0.0
2026-03-27T08:53:32.520730,1774619612.5203233,2097532,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,5112.0,0.0,3.54,9.0,0.0,0.0,0,0.0,0.0,168.0,0.12,0.0,1104.0,0.0,1.6,0.2
2026-03-27T08:53:33.521354,1774619613.5209384,2096908,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3888.0,0.0,4.84,5.9,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
2026-03-27T08:53:34.521975,1774619614.5215628,2096868,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,6032.0,0.0,8.78,12.1,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
2026-03-27T08:53:35.522473,1774619615.522173,2096716,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3856.0,0.0,6.44,8.8,0.0,0.0,0,0.0,0.0,52.0,0.5,0.1,0.0,0.0,0,0.0
2026-03-27T08:53:36.522989,1774619616.522643,2096800,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7160.0,0.0,10.23,11.3,1160.0,0.0,0.08,1.3,416.0,0.0,0.53,0.1,8.0,0.0,41.0,4.1
2026-03-27T08:53:37.523502,1774619617.5231838,2096912,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12916.0,0.0,16.29,25.5,0.0,0.0,0,0.0,0.0,4.0,0.0,0.0,8580.0,0.0,26.96,19.1
2026-03-27T08:53:38.523958,1774619618.5236738,2097136,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,6780.0,0.0,6.25,12.2,2308.0,0.0,0.07,2.7,356.0,0.0,0.29,0.0,3184.0,0.0,35.64,7.7
2026-03-27T08:53:39.524504,1774619619.5241332,2097328,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12928.0,0.0,19.42,20.2,20.0,0.0,0.2,0.1,0.0,0.0,0,0.0,9648.0,0.0,25.9,19.1
2026-03-27T08:53:40.525130,1774619620.5246983,2096936,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3872.0,0.0,3.56,2.3,1624.0,0.0,0.07,2.0,332.0,144.0,0.18,0.2,0.0,0.0,0,0.0
2026-03-27T08:53:41.525634,1774619621.525347,2096824,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,6016.0,0.0,6.85,10.4,0.0,0.0,0,0.0,0.0,60.0,0.5,0.1,0.0,0.0,0,0.0
2026-03-27T08:53:42.526184,1774619622.5257998,2097160,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,8720.0,0.0,7.43,12.5,100.0,0.0,0.04,0.1,0.0,8.0,0.0,0.0,3072.0,0.0,28.0,7.6
2026-03-27T08:53:43.526842,1774619623.5263963,2097104,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7412.0,0.0,10.31,8.9,84.0,0.0,0.11,0.1,0.0,0.0,0,0.0,3888.0,0.0,27.0,6.6
2026-03-27T08:53:44.527470,1774619624.5270848,2096592,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,4732.0,0.0,19.86,10.0,88.0,0.0,0.05,0.3,0.0,0.0,0,0.0,1744.0,0.0,35.04,4.1
2026-03-27T08:53:45.528104,1774619625.5276728,2097024,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7776.0,0.0,21.14,14.3,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3664.0,0.0,29.16,7.6
2026-03-27T08:53:46.528660,1774619626.5283043,2097380,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,4512.0,0.0,2.77,3.8,1260.0,0.0,0.08,0.7,6668.0,212.0,0.33,2.3,1104.0,0.0,1.78,0.3
2026-03-27T08:53:47.529285,1774619627.5289013,2096924,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,9572.0,0.0,10.51,16.1,800.0,0.0,0.06,0.3,0.0,0.0,0,0.0,4848.0,0.0,36.42,8.5
2026-03-27T08:53:48.529896,1774619628.5294867,2096792,22272,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,4480.0,0.0,4.81,5.8,648.0,0.0,0.07,0.7,2380.0,0.0,0.3,1.4,1024.0,0.0,36.5,3.9
